0.626748176029,WO2017072608A1,"The present invention relates to a device with corresponding accessories, for introducing agents into a plant body, which is used to treat trees or plants during the growing phase. The device consists specifically of a cannular conical implant for endotherapy in plants, is made from plastic or another innocuous, sterilisable biocompatible material, and administers constant, continuous, measurable and controllable doses of a flow, for example nutrients, phytosanitary substances, agricultural inputs, pesticides, bactericides, insecticides, fungicides and acaricides. The multiple-cone implant can be adapted to any low-pressure irrigation system based on, for example, gravity or external energy sources. The implant comprises a permanent and hermetic entry means for ensuring, measuring and controlling a flow of water, gas or solutes that enters directly into the circulation and distribution channels of the plant, the xylem and phloem, and contributes to the execution of nutritive, preventative and curative processes and in cases of disease, plague, or nutritional or water deficiencies, by means of a main body that has an adjusting thread and a conical opening with an entry having a helicoidal perforation; a connector body with protuberances in the form of two cones in the shape of an inverted fish spine; and an adjusting nut with two internal dimensions for coupling the conical end of a sleeve, the connector body with protuberances, and the main body."
0.533177514655,WO2017062476A1,"A controlled and closed agricultural system includes a growing space and an air handling system having an enthalpy wheel and cooling coil. The enthalpy wheel is capable of transferring sensible and latent heat and is positioned in and rotatable through a recirculating air duct and an outside air duct. The recirculating air duct is in fluid connection with the growing space and one or more recirculation fans, while the outside air duct is in fluid connection with one or more outside air fans positioned to cause outside air to flow countercurrent to recirculating air. A cooling coil is positioned within the recirculating air duct, downstream of and in series with the enthalpy wheel. The cooling coil circulates a heat transfer fluid to remove additional heat from the recirculating air."
0.438422102283,WO2017033762A1,"The present technology relates to a farm field management system, farm field management method, and agricultural machine system that make it possible to increase the efficiency of agricultural work. A sensor communication unit acquires sensor data from a sensor disposed on a farm field by means of communication with the sensor, a condition estimation unit estimates the condition of the sensor on the basis of the sensor data, and on the basis of the estimated condition of the sensor, a work control unit performs control to make a working mechanism, which carries out work on a farm field, carry out work. The present technology can be applied to a farm field management system for managing a farm field, or an agricultural machine system for performing agricultural work on a farm field."
0.516499198079,WO2017004074A1,"Described herein are systems and methods for capturing images of a field and performing agricultural data analysis of the images. In one embodiment, a computer system for monitoring field operations includes a database for storing agricultural image data including images of at least one stage of crop development that are captured with at least one of an apparatus and a remote sensor moving through a field. The computer includes at least one processing unit that is coupled to the database. The at least one processing unit is configured to execute instructions to analyze the captured images, to determine relevant images that indicate a change in at least one condition of the crop development, and to generate a localized view map layer for viewing the field at the at least one stage of crop development based on at least the relevant captured images."
0.546366462272,WO2016201561A1,"An engine is operated to produce exhaust emissions containing carbon nano soot therein which are injected into a solubilizing tank containing nitic acid and carbonic acid in a water solution for solubilizing the carbon nano soot as carbon nano tubes. A gas flow exiting the tank is captured such that some water and some solubilized carbon nano tubes are carried with the gas flow for subsequent delivery to a plant growing medium, either directly or by storing the water and solubilized carbon nano tubes carried with the gas flow in a tank for subsequent application. The solubilizing tank may be supported on agricultural seeding implements or sprayer implements for direct application to crop covered ground. In an irrigation system, the gas flow from the solubilizing tank is directed towards a condensing tank for subsequent application of the condensate to a plant growing medium with irrigation water."
0.588774723923,WO2017085415A1,"The invention relates to a system for evaluating in situ and continuously the crop-growing potential of an agricultural soil comprising a device for estimating hydrogen and nitrogen flows comprising water-monitoring devices, an earth-monitoring device and a hygrometric device, these being equipped with sensors intended to measure an amount of nitrates, temperature and pH, the temperature and moistness of a piece of ground, and the temperature of the air. Said monitoring devices each being connected by cables to dedicated acquisition boards. The estimating device furthermore comprises a microcontroller module controlling said acquisition boards and a communication module, said communication module sending measured results to a server. The estimating device is characterised in that the water-monitoring devices are placed respectively at 30 cm and 50 cm depth and the ground-monitoring device is placed at 50 cm depth, in that the monitoring devices are connected to the microcontroller module, which makes the requests for measurements and communicates the measured raw data to the server by means of the communication module, and in that the microcontroller module (5) activates the hygrometric device, at a regular and adjustable frequency, in order to measure the humidity of the air and to determine the periodicity of the requests for raw measurements of the various water- and earth-monitoring devices. The invention furthermore relates to a method implemented in the above estimating device."
0.532484181068,WO2016155551A1,"Disclosed are an agricultural internet of things remote rule user-defined system and method. The system comprises a remote control platform, a server and a local device, wherein the remote control platform generates user-defined executing rule data and sends same to the server, the server forwards the received executing rule data to the local device, and the local device decides whether to perform a corresponding operation according to the user-defined executing rule data. In the present invention, by the remote control platform, a rated value of an executing judging condition of a local device is remotely changed, and the executing judging condition can be increased or reduced; and personalized precise configuration and management can be conveniently and quickly performed with respect to different growth stages of the same growth crop or the growth crops in different greenhouses."
0.489722018615,WO2016118771A1,"A new method and system can be implemented to identify, analyze and display hierarchies of condition-specific gene, network or pathway activities or aberrations. Methods are also presented related to biomarker and drug-target identification and diagnosing new patients or samples with diseases or disease subtypes. Further, methods are presented related to predicting patient survival or response to treatment. Finally, methods are presented that can provide information of biological, agricultural or medical interest. Methods provided herein include methods of making a multidimensional multiscale module map for identifying analyzing and displaying hierarchies of network or pathway activities, the multidimensional multiscale map, and systems for discussing genomic features of a subject or sample with the multiscale module map."
0.524165373137,WO2016171556A1,"The disclosure relates to a growing system Growing system for agricultural products, such as mushroom, in a controlled environment, comprising: - at least two elongate racks defining accommodations for elongate growth containers at different levels, and positioned essentially in line and at a distance from one another; - a workspace between the at least two racks, - a transporter configured to transport at least one of the containers at a time to or from any of the at least two elongate racks, wherein the transporter is configured to withdraw or insert containers in a horizontal orientation. In the system, the distance defining the workspace is shorter than a length of the containers. The transporter is configured to withdraw any container from a rack, through the workspace and insert the container into another rack, opposite the one from which the container is withdrawn relative to the workspace, at a single level."
0.50034007029,WO2016160384A1,A method for determining national crop yields during the growing season using regional agricultural data. A server computer system receives agricultural data records that represent covariate data values related to plants at specific geo-locations at a specific time. Agricultural data records are aggregated to create geo-specific time series that represents a specific geo-location at a specified time. An aggregated time series is created from a subset of the geo-specific time series. Then a covariate matrix is created from representative features from the aggregated time series for each specific geographic area. State specific crop yields are determined using a linear regression module to calculate the state specific crop yield for the specific year. A national crop yield is calculated using a distribution for a specific year from the sum of the state specific crop yields for the specific year nationally adjusted using a national yield adjustment module.
0.476154145718,WO2016127094A1,"A computer-implemented method for recommending agricultural activities is implemented by an agricultural intelligence computer system in communication with a memory. The method includes receiving a plurality of field definition data, retrieving a plurality of input data from a plurality of data networks, determining a field region based on the field definition data, identifying a subset of the plurality of input data associated with the field region, determining a plurality of field condition data based on the subset of the plurality of input data, identifying a plurality of field activity options, determining a recommendation score for each of the plurality of field activity options based at least in part on the plurality of field condition data, and providing a recommended field activity option from the plurality of field activity options based on the plurality of recommendation scores."
0.476154145718,WO2016040678A1,"A computer-implemented method for recommending agricultural activities is implemented by an agricultural intelligence computer system in communication with a memory. The method includes receiving a plurality of field definition data, retrieving a plurality of input data from a plurality of data networks, determining a field region based on the field definition data, identifying a subset of the plurality of input data associated with the field region, determining a plurality of field condition data based on the subset of the plurality of input data, identifying a plurality of field activity options, determining a recommendation score for each of the plurality of field activity options based at least in part on the plurality of field condition data, and providing a recommended field activity option from the plurality of field activity options based on the plurality of recommendation scores."
0.476154145718,WO2016040654A1,"A computer-implemented method for recommending agricultural activities is implemented by an agricultural intelligence computer system in communication with a memory. The method includes receiving a plurality of field definition data, retrieving a plurality of input data from a plurality of data networks, determining a field region based on the field definition data, identifying a subset of the plurality of input data associated with the field region, determining a plurality of field condition data based on the subset of the plurality of input data, identifying a plurality of field activity options, determining a recommendation score for each of the plurality of field activity options based at least in part on the plurality of field condition data, and providing a recommended field activity option from the plurality of field activity options based on the plurality of recommendation scores."
0.505327653478,WO2015189693A1,"The present disclosure provides a viral-mediated genome-editing platform that facilitates multiplexing, obviates stable transformation, and is applicable across plant species. The RNA2 genome of the tobacco rattle virus (TRV) was engineered to carry and systemically deliver a guide RNA molecules into plants overexpressing Cas9 endonuclease. High genomic modification frequencies were observed in inoculated as well as systemic leaves including the plant growing points. This system facilitates multiplexing and can lead to germinal transmission of the genomic modifications in the progeny, thereby obviating the requirements of repeated transformations and tissue culture. The editing platform of the disclosure is useful in plant genome engineering and applicable across plant species amenable to viral infections for agricultural biotechnology applications."
